name,cluster
Guatemala El Injerto Natural Legendary Gesha 7,3
Seasonal Ethiopia Yirgacheffe Natural,3
Guatemala Finca El Limonar Hugo Chavez Mendez,3
Panama El Burro Estate Natural Gesha,3
Ethiopia Dry-Processed Guji Mt. Kayon,3
Finca Lerida Gesha Natural,3
Colombia Vella Black Hawk Natural,3
Ethiopia Dry-Process Benti Nenka,3
Holiday Coffee,3
Finca El Socorro Maracaturra,3
Colombia David Gomez 100% Caturra,3
Guatemala COE-NW#2 Sierra Roja Geisha Washed,3
Ecuador Quilanga Typica Yeast Fermentation,3
Burundi,3
Ethiopia Kochere Hama Jet Washing Station,3
Guatemala El Injerto Pacamara,3
Dukunde Kawa Rwanda,3
Colombia Tolima La Gallera Honey Process,3
Ethiopia Guji Natural Euphora Special Lot,3
Brazil Ipanema Premier Cru Gold A49 Cherry,3
La Naranja Honduras,3
Uganda Kapchorwa,3
Kenya AA Top Gathambi Station,3
Ethiopia Gedeb Gotiti,3
Ethiopia Natural Guji D Minor 21/01,3
Lekali Estate Reserve Nepal,3
Mahonda Burundi,3
Tanzania Acacia Hills Gesha Peaberry,3
Kenya AA Karamundi,3
Ethiopian Sweet Lily,3
Ethiopia Dumerso,3
Colombia Planadas Tolima,3
La Soledad Colombia,3
Ethiopia Natural Yirgacheffe Adado Feysa Dira,3
Mirador Colombia,3
Indonesia Flores Island,3
Colombia Cauca At’e,3
Birambo Village DR Congo,3
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,3
Finca Merced Guatemala,3
Kariru Kenya,3
Panama Hacienda La Esmeralda Gesha,3
Auromar Gesha Natural,3
Guji Allona Ethiopia Natural,3
El Pintado Classico,3
Kakalove Taiwan Natural SL34 Alishan Ching-Ye Farm,3
Alaka Ethiopia,3
Ecuador Finca Carolina Sidra,3
Colombia La Palma y El Tucan,3
Kenya Washed Nyeri Gichathaini Factory AB,3
Ethiopia Nano Genji #4,3
Kenya Wanjengi AA,3
Finca Kusillo Bolivia,3
Colombia Luis Alberto Montoya Antioquia,3
Ethiopia Amhara Natural,3
Panama Finca Hartmann Geisha Natural,3
Brazil Pulped Natural,3
Diima #9 Ethiopia Natural,3
Elida Natural Dragonfly Lot,3
Ethiopia Hassen Ware Akrabi,3
Ethiopia BergWu SP Series: Wuri Red Cherries 19/EXP02,3
Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,4
Coffea Diversa Rume Sudan Winey,4
Yirgacheffe Specialty Coffee,4
Dominican Republic Organic Ramirez Estate,4
Jacmel Haiti,4
Ethiopia Adame Garbota,4
Mario Aguilar Grand Cru El Salvador,4
Ethiopia Hambela Yellow Honey James Selection,4
Hacienda La Esmeralda Buenos Aires Geisha Natural,4
Brazil Ibicoara Chapada Diamantina Natural,4
Ka’u Oro Yeast Typica,4
Taiwan Geisha Honey,4
Zambia Kateshi Natural,4
Peru Walther Acuna,4
Saint Helena Island Peaberry,4
“Double A Train” Kenya Kabunyeria AA,4
Karen J Red Bourbon,4
Ethiopia Sidamo Bensa Mirado Natural,4
Chelbesa Ethiopia,4
Ethiopia Civet Sidama Papilio Natural,4
Barichu Double,4
Karen J Kona Red Bourbon,4
Colombia Granja La Esperanza Java Anaerobic,4
Papua New Guinea Timuza Organic,4
Ethiopia Yirgacheffe Kochere,4
Ethiopia COE 2nd place Washed Sidamo Rumudamo,4
Colombia FUDAM Nariño,4
Honduras,4
Sudan Rume,4
Colombia Finca El Paraiso Double Anaerobic Geisha,4
Costa Rica Hacienda Sonora Honey,4
Estate Medium Roast,4
Burundi Karehe,4
Washed Geisha Hacienda La Esmeralda Jaramillo Special,4
Costa Rica Las Lajas Red Honey,4
Pluma Hidalgo Mexico,4
Mexico Cup of Excellence #7,4
Burundi Kibingo Intenso,4
Colombia San Luís Gesha,4
Ethiopia Hamasho Washed,4
Colombia Monteblanco Gesha Cold Fermentation,4
Miraflores Colombia,4
Kenya Muranga Riakiberu,4
Brazil Peixoto Peaberry,4
Ethiopia Yirgacheffe Aricha G1,4
Panama Geisha Finca Debra Echo,4
Guatemala La Folie,4
Costa Rica Cordillera de Fuego,4
Organic Mexico,4
La Finca Medina of Guatemala,4
Gelena Abaya Natural,4
Yirgacheffe Mengesha Natural,4
Honduras Finca Las Moras Parainema Yellow Honey,4
La Reforma El Salvador Natural,4
Testi Ayla Double Ethiopia,4
Mexico La Peña,4
Caramel Rocher,4
Static Indonesia Toarco Sulawesi,4
Monte Alban,4
Colombia Antioqiua,4
Poas Red Honey,4
Lekali (Nepal),4
Costa Rica Tarrazu,4
Cruz Loma,4
Ethiopia Chelechele Yirgacheffe,4
El Salvador Finca El Cerro Natural,4
Kona Lactic Washed,4
Nicaragua Finca Libre,4
Ethiopia Reko Yirgacheffe,4
Taiwan Natural Alishan Ching-Ye Farm,4
Elida Estate Dragonfly Catuai Lot 13,4
Nayo Ovalle Guatemala,4
Bolivia Finca El Arcangel,4
Brazil Fazenda Samambaia Natural Fermentation Arara,4
Ethiopia Guji Gerbicho Natural,4
Nicaragua El Poste Pacamara,4
Nicaragua Finca Idealista,4
Cordillera del Fuego Costa Rica Termico,4
Coffea Diversa Bourbon Rey Guatemala,4
Las Gravilias Costa Rica,4
Nicaragua La Huella Catuaí,4
Rus & Alla Ka’u,4
Ethiopia Yirgacheffe Adorsi G1,4
Costa Rica Brunca Rivense La Guaca Passion Honey,4
Burundi Dukorerikawa Natural,4
Ethiopia Bedhatu Washed,4
San Antonio Guatemala,4
KonAroma Direct Trade Kona,4
Gayo Aceh Sumatra,4
Finca Patzibir,4
Ethiopia Guji Hambela Wate Natural G1,4
Panama Finca Mi Finquita Geisha Afrodita Natural,4
Rwanda Natural Musasa,4
Villa Loyola Carbonic Maceration,4
Kona Maragogype Pink Honey,4
Colombia Huila Finca Monteblanco Rodrigo Sanchez,4
Suyusama Program Colombia,4
Costa Rica Finca San Luis,4
Guatemala CODECH Women’s Lot,4
Tanzania AA Karatu Estate,4
Shut-Eye Decaf,4
Zambia AAA/AA,4
Ka’u Yellow Caturra Champagne Natural,4
Maypop,4
Alishan Natural,4
Panama Auromar Geisha Natural,4
Angamaza,4
Brazil Mogiana Aparecid Farm,4
Alishan Washed,4
Ethiopia Washed Shakisso Mormora 74112,4
Thung Chang Robusta Honey,4
Buzira Burundi Natural,4
Refisa Ethiopia,4
Panama Finca Lerida Geisha Washed,4
Yemen Haraaz,4
Kuta Kofi Papua New Guinea,4
Guatemala Maravillas,4
Esmeralda Estate Porton Geisha Natural,4
Colombia La Esperanza 100% Geisha Hanashaku,4
Hacienda La Esmeralda Montañas 71AS,4
Nicaragua Mierisch Finca La Huella Yellow Pacamara Honey,4
Guatemala Monja Blanca,4
Cuxinales Guatemala,4
Finca Insul Guatemala Pacamara,4
Kenya Kariru PB,4
Quejina Guatemala,4
Ethiopia Yirgacheffe Heyilu Butiya,4
Guatemala Huehuetenango La Garita,4
Ethiopia Guji Hambela G1 Natural,4
Costa Rica Francisco Ruiz,4
Guatemala Guaya’B Coop,4
Private Reserve Guatemala Medina Estate,4
Natural Ka’u Maragogipe,4
Guachepelin Costa Rica,4
Cerro Azul Geisha,4
Esperanza Villa Sarchi,4
Ethiopia Suke Quto,4
Ethiopia Demeka Becha,4
Project Congo Muungano,4
Finca El Potrero,4
Rwanda Hingakawa Women’s Co-op Fair Trade,4
Honduras Catuai/Bourbon,4
Ethiopia Konga,4
La Papaya Ecuador,4
Costa Rica Las Lajas Black Honey,4
Congo Square,4
Kenya Washed Nyeri Hill Farm AA Top,4
D.R. Congo Muungano Co-Op,4
Hacienda La Esmeralda Geisha Panama,4
Guatemala Los Santos,4
Brasil Ipanema Premier Cru Gold B69 Natural,4
Taiwan Washed Alishan Ching-Ye Farm SL34,4
Brazil Ouro de Minas Pulped Natural,4
Ethiopia Sidama Bensa Bekele,4
Maui Kupa’a Orange Bourbon,4
Mexico La Cañada Oaxaca Organic,4
Umoja Organic Red Bourbon,4
Ethiopia Guji Chembi,4
Mexico FTO,4
Colombia Granja La Esperanza Las Margaritas Gesha Honey,4
Costa Rica Naranjo Danilo Salazar Arias,4
Organic Red Honey Ramirez Estate Microlot,4
Colombia Beasaquito,4
Honey Typica Anaerobic,4
Ethiopia Sidamo Karamo,4
Honduras Atanacio Nolasco,4
Hawai’i Ka’u Champagne Natural,4
Aponte Colombia,4
Kona K7,4
Brazil Para Ela Natural,4
Ethiopia Uraga Dambi Uddo Wet-Fermented,4
Burundi Gitwe Natural Bourbon,4
Ethiopia Hambela Benti G1 Washed,4
Kenya Nyeri Muchoki Estate AA,4
Costa Rica Salazar Black Honey,4
Kenya Nyeri Karuthi AA,4
Winer,4
Ethiopia Harrar,4
Taiwan Taitung Luan Mountain Valley of Tears,4
Ecuador Finca Carolina Fausto Romo,4
China Yunnan Natural,4
Honeydew Costa Rica,4
Guatemala Acatenango,4
Rwanda Simbi,4
Caribbean Blue,4
Zafiro,4
Ethiopia Duromina,4
Papua New Guinea Kenta,4
Sumatra Gayo King Mandheling,4
Ethiopia Tamiru Tadesse Natural,4
Rum Barrel Aged Kauai Coffee,4
Bolivia Yungas Caranavi Finca Las Alasitas Peaberry,4
Kenya Zuri,5
Ethiopia Danse Mormora,5
Philippine Heritage Microlot,5
Ethiopia Natural Shakisso Mormora 74112,5
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,5
Sidamo Suke Quto,5
Colombia Cumbarco Lot 397,5
Ethiopia Gedeb Worka Single Variety 74110 G1,5
Kenya Kahunyo AA,5
Fruits Island,5
Panama Esmeralda Geisha Natural,5
Costa Rica Las Montañas Honey,5
Ethiopia Reko Estate Yirgacheffe,5
Ecuador Eugenioides Natural Finca Perla Negra,5
Ethiopia Wush Wush,5
Guatemala ASPROCDEGUA Women Producers,5
Ethiopia Natural Guji Sweet Lady,5
Kona SL34 Champagne Natural Uluwehi Farm,5
El Salvador Unicorn,5
Ethiopia Wush Wush Black Honey Lot 2,5
Kenya Embu Uteuzi Jimbo,5
El Salvador Finca Santa Elena El Corozo Pacamara,5
Static Peru Valle de Chingama Peru,5
Brazil Conquista,5
Proyecto Aurora,5
Sulawesi Toarco,5
Gahahe Burundi Natural,5
ASOPEP Colombia,5
Kenya Ritho FCS Handege Factory AB,5
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,5
Kenya AA Top Lot,5
Karimikui Kenya,5
Hacienda La Esmeralda Cabana Geisha Natural,5
Adanech Ethiopia Guji,5
Guatemala Huehuetenango,5
Ethiopia Yirgacheffe G1 Chachale Natural,5
Alemu Bukato Ethiopia,5
El Aguila SL28 El Salvador,5
Ethiopia Natural Yirgacheffe Burtukaana Danche,5
Kenya Gitare AA TOP,5
Colombia Tolima Finca El Mirador Washed Anaerobic,5
Kenya Chorongi Peaberry,5
Ethiopia Idido Anaerobic Natural,5
Colombia Finca Santa Maria Honey Tabi,5
Estate Carbonic Maceration,5
Civet Yirgacheffe Sisota,5
Rwanda Remera Kabeza,5
Guatemala Retiro Natural Process,5
Yemen Natural Sana’a Manakhah Ja’adi,5
Sumatra Mandheling,5
Granja La Esperanza Sudan Rume Natural,5
Narsha Gesha,5
Ethiopia Yirgacheffe Koke,5
Monteverde Costa Rica,5
Don Roger & Isabel’s Natural Fruit Symphony,5
Lycello by Ninety Plus,5
Static Peru Cajamarca,5
Burundi Nemba,5
Rwanda Bufcafe Remera,5
Kenya Kiandu Peaberry,5
Goddess Costa Rica Dota Tarrazu Geisha Natural,5
Baru Gesha,5
Rwanda Agasaro,5
Ethiopia Worka Sakaro,5
Banco Gotete Ethiopia,5
Ethiopia Guji Hambela Buku Saysa Natural Process,5
Bean Series Ethiopia Guji Raro,5
El Salvador,5
Coffea Diversa Cioiccie,5
Murang’a Kenya,5
Haitian Hound Haitian Blue Dark Roast,5
Panama Auromar Camilina Geisha Natural,5
Trident Carmo de Minas,5
Chelchele Ethiopia,5
Honeyed Floral,5
Karamo Ethiopia Sidama Natural G1,5
Chania Kenya,5
Ethiopia Gigesa Natural,5
Ethiopia Konga Natural,5
Kenya Kiambu Peaberry Uklili 1904 Lot,5
Ethiopia Bidimoo Chelelektu Natural,5
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,5
Hawaiian Kona 100%,5
Geisha Spirit,5
Ethiopia Hambela Dabaye,5
Ethiopia Gugi,5
Ethiopia Benti Nenka Dry Process,5
Porfirio Castellanos Honduras,5
Ethiopia Sidamo Bensa Washed G1,5
Rwanda Mushonyi Natural,5
Ethiopia Kochere Natural,5
Rwanda Kanzu,5
Colombia Sudan Rume,5
Kenya Gichithaini AA,5
Ethiopia Guji Uraga More Floral Kudume Washed,5
Huta Raja Natural,5
Ecuador Pichincha Finca Flora,5
Ethiopia Nano Genji,5
Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot,5
Finca Cerro Azul Aces Lot,5
Chiapas Chimhucum Semi-Washed,5
Mexico Chiapas Las Margaritas Pache Natural,5
Colombia Cerro Azul Enano,5
Birhanu Sisters’ Ethiopia,5
Brazil Red Catuaí Double-Anaerobic,5
Hunapu Natural Guatemala,5
Ecuador Finca Cruz Loma,5
Ethiopia Sidamo G2 Washed,5
Kenya Kiambu Kiriga AA,5
Ethiopia Bench Maji Natural Gesha,5
Kona Pumpkin Spice Anaerobic,5
CBD Coffee Dark Roast,5
Sumatra Dark,5
Panama Elida Green-Tip Geisha La Torre ASD,5
Miranda’s Farms Hawai’i Caturra,5
Uganda Utz Sipi Falls,5
Kenya ARES,5
Kenya Kirinyaga,5
Colombia Pink Bourbon Finca El Chaparote,5
Brazil Daterra Aramosa Anaerobic Honey,5
Guatemala Acatenango Gesha,5
Estate Finca La Lina,5
Lugmapata Ecuador,5
Kona Pink Honey Black Rock Farm,5
Macarena Colombia,5
Pointu Laurina,5
Suyusama Colombia,5
Organic Peru,5
Amazon Haze,5
Rwanda Nyruzisa Station,5
Ethiopia Gora Kone Sidamo,5
Ethiopia Guji Anaerobic,5
Kona Mocca®,5
Natural Mexico Ixhuatlan del Cafe,5
Ethiopia Duromina Agaro Gera,5
La Estrella Carbonic Geisha Reserve,5
Ecuador Taza Dorada Finca Cruz Loma,5
Kenya Karatina AA 2020,5
Papua New Guinea “Papa Kinne”,5
Ethiopia Nano Genji #10,5
Peru Yanesha Geisha Double-Anaerobic,5
Kona Bourbon Champagne Natural Uluwehi Farm,5
Colombia Jorge Eli Dussan,5
Ethiopia Kochere G1,5
El Salvador Santa Elena Pacamara,5
Kenya Kirinyaga Peaberry,5
Colombia Huila Palmera,5
Guatemala Las Victorias Euphora Special Lot,5
Ka’u Peaberry Hawai’i,5
Tanzania Shimiligwanda,5
Ethiopia Yirgacheffe G1,5
Ethiopia Kochere Boji,5
Geisha,5
Colombia Finca Las Margaritas Natural Sudan Rume,5
Cocaine for Coffee,5
Taiwan Alluring Scent Estate Natural,5
Revolution Medium Roast,5
Ethiopia Yirgacheffe Dumerso G1 Natural,5
Colombia Caturra Anaerobic Natural,5
Peru Chacra Don Dago,5
Ethiopia Keramo Zero Oxygen Natural,5
Guatemala Santa Felisa Solar Eclipse Gesha Natural,5
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,5
Colombia Aromas de Sur,5
Costa Rica Termico,5
Dafis Abafita Natural Ethiopia,5
Kona Geisha Champagne Natural,5
Kenya Gakuyuini AA,5
Colombia Java El Edén Limited Edition,5
Kenya Kirinyaga Baragwi Karumandi AA,5
Hawai’i Puna Anaerobic Washed,5
Ethiopia Bedhatu Natural,5
La Coipa Peru,5
Ethiopia Karamo Natural,5
Peru Tambopata,5
Ka’u Pink Honey,5
Ecuador Finca Lugmapata Mejorado,5
Organic Sumatra,5
Colombia La Gallera Estate,5
Colombia Finca El Paraiso,5
Aces La Juntas,5
Colombia Finca Potosi,5
Kaguyu,5
Ardent Ethiopia Natural,5
Kenya AA FAQ,5
Sumatra Batak Triple-Picked,5
Finca La Maria Geisha Natural,5
Colombia Pink Bourbon/Pink Lemonade Collaboration,5
Ethiopia Olonso Qeka,5
Guatemala Campamento Alto,5
Brazil Gauriroba Natural,5
Guatemala Geisha,5
Brazil Sítio Ponte Fazenda Ponte,5
Ethiopia Guji Natural Water-Processed Decaf,5
Marsella Gesha #108 (Innovation Series),5
Galapagos La Tortuga,5
Ethiopia Buku Abela,5
Ethiopia Yirgacheffe Harfusa G1,5
Kenya 168,5
Rwanda Abakundakawa,5
Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,5
Tanzania Gesha Peaberry,5
Guatemala El Mirador,5
Guatemala Finca El General Slow Dry 6,5
Guatemala Pache,5
Medina Natural,5
Guatemala Finca Granada Natural,5
Wood Valley Single Estate Ka’u,5
Guatemala Antigua Bella Carmona,5
Costa Rica Brunca Rivense Las Moras Black Honey,5
Costa Rica Canet Musician Series Bach Raisin Honey,5
Ethiopia Yirgacheffe Konga Natural,5
El Salvador Pacamara,5
Kenya Kamwangi,5
Elida Estate ASD Natural Catuai 15,5
Ethiopia Belayneh Bariso Natural,5
Minanga Village Sulawesi,5
Peru Amazonas Los Santos Geisha Natural,5
Yemen Sheba Auction Lot 1: Wadi Al Mahjr,5
Kenya Kapsakiso,5
SGG Ethiopia Sidamo G2,5
La Perla Chiquita Ecuador,5
Baby Dragons,5
Colombia Trujillo Experimental Process,5
Monte Alban Mexico,5
Ethiopia Worka Sakaro Anaerobic Natural,5
Kenya Tuikit Factory AA,5
Ecuador San José de Minas Double-Anaerobic,5
Ethiopia Guji Shakiso G1 Honey,5
Ethiopia Kayon Mountain Natural,5
Ethiopia West Arsi Nensebo Natural G1,5
Rayo del Sol Peru,5
Ethiopia Gedeb Worka Wuri,5
Ethiopia Biloya Washed G1,6
Ethiopia Bench Maji Geisha G1 Natural,6
Ethiopia Chelbesa Danche Yirgacheffe,6
Colombia Buesaco,6
Medium-Dark Roast,6
Kenya Murunga New Gatanga FCS Mukurwe Factory AB,6
Reina de la Asuncion Ecuador,6
Acatenango Pacamara Natural,6
Colombia La Esperanza Potosí Anaerobic Process,6
Colombia Cerro Azul Geisha,6
Ethiopia Yirgacheffe Gotiti Natural,6
Ethiopia Birbisakela Washed G1,6
Double-Anaerobic Fermentation Tamiru Tadesse,6
Guatemala Coffea Diversa Geisha Queen Honey,6
Kenya Nyeri Hill,6
Kenya Gachatha AB,6
Colombia Sidra,6
Colombia La Esperanza Winey Natural,6
Colombia Geisha Natural,6
David Mburu Kenya,6
Guatemala Finca El Principito Yellow Catuai,6
Kabiufa Papua New Guinea,6
Peru El Corazon Gesha,6
Bat Country Dark Roast Ethiopia,6
Kinini Village Rwanda,6
“Naturals”,6
Congo Umoja,6
Bedhatu Jibicho Natural,6
Ka’u Yellow Bourbon,6
Eaagads Estate Kenya,6
Independence Dark Roast,6
Ethiopia Tadese Yonka,6
Tanzania Ngila Estate,6
Ulos Batak Sumatra,6
Tumba Rwanda,6
Panama Geisha Finca Debra Symbiosis,6
Peru Finca Churupampa,6
Moonbow Decaf,6
414 Kenya SL34,6
Kiamugumo Kenya,6
Panama Geisha,6
Ethiopia Guji Sakicha JH144,6
Alishan Taiwan,6
Kenya Nyeri Kiandu AA,6
Kenya Nyeri Gachatha Washed AB,6
Ethiopia Gogogu Bekaka #1,6
Kenya Kiambu,6
5a Sur,6
Ethiopia Guji Shakiso Dambi Udo Honey,6
Ethiopia Limu Washed,6
Peru Yanesha Geisha Washed Anaerobic,6
Peru Wilmer Alarcon Mirez,6
Ethiopia Washed Sidama Bensa Bombe,6
Ethiopia Kochere Debo Washed Gellana,6
Ethiopia Guji Uraga Yabitu,6
Rwanda Cyesha Natural,6
Organic Dulce de Guatemala,6
Philippines Sitio Belis,6
Kona Maragogype Peaberry Natural,6
Private Reserve Colombia Antioquia,6
Panama Elida Estate Catuaí Natural ASD,6
Ethiopia Guji Wush Wush Anaerobic Natural,6
Ethiopia Niguse Gemeda Mude Natural,6
El Salvador La Lagunita,6
Brazil Carmo de Minas Natural,6
100% Kona Bourbon Pointu Laurina,6
El Obraje Geisha,6
Rwanda Cyato,6
Rwanda Rulindo Tumba,6
Laura’s Reserve SL34,6
Rwanda Akagera CWS Fully Washed Lot 9,6
Ethiopia Keramo Village,6
Burundi Kinyovu,6
Brazil Fazenda São Bento,6
5a Poniente,6
Private Reserve Rwanda Huye,6
Ethiopia Hambela Hasam,6
Ethiopia Guji Natural Dasaya,6
Colombia Cafe Granja La Esperanza Sidra Natural,6
Congo Kivu,6
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,6
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,6
Ethiopia Super Wush,6
La Providencia Guatemala Maragogype,6
Kona Uluwehi SL34,6
Ethiopia Getu Kurume Natural,6
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,6
Guji Ethiopia Washed,6
Finca Huixoc Maracaturra,6
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,6
Kona Extra Fancy,6
Gura Kenya,6
Honey Honduras Comsa,6
Kenya Baragwi Thimu Peaberry,6
Ethiopia Yirgacheffe Washed Banko Gotiti 3,6
Ethiopia Nano Genji #5,6
Kenya Kainamui,6
Ethiopia Yirgacheffe Aramo,6
Kenya Nyeri Ndaroini AA Washed,6
Guatemala Finca Las Victorias Anaerobic Natural,6
Subrosa Ethiopia Kayon Mountain Organic Natural,6
Costa Rica Gesha Tobosi Natural,6
Colombia Wush Wush,6
Bekele Heto Natural Ethiopia,6
Kenya Gachatha,6
Guatemala Bella Carmona,6
Sumatra Lintong Triple-Picked Reserve,6
El Salvador Finca Kilimanjaro,6
Panama Boquete Torre Lot #1 Geisha Honey,6
Coffea Diversa Bourbon Rey Jamaica,6
El Salvador Aida Batlle La Florida Natural,6
Vietnam Robusta Carbonic Maceration,6
Mexico Mayan Village Women’s Lot,6
Honduras Finca Don Eusebio,6
Panama Hacienda La Esmeralda Geisha Washed,6
Guatemala El Plan Rosma,6
Olvin Valle Honduras,6
Tarrazu Asocafé Canet,6
Costa Rica Perla Negra,6
Panama La Mula Geisha Washed,6
Ethiopia Yirgacheffe Natural Farm Direct,6
Kibingo Burundi,6
Kenya Karatu,6
Ka’u Classic Dark,6
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,6
Odin’s Viking Brew,6
Sumatra Boru Batak,6
Sumatra Takengon Gayo Natural,6
Colombia Los Pinos Robeiro Sarmiento,6
El Jardin,6
Democratic Republic of Congo Mighty Peace Mapendo,6
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,6
Kenya Washed Kabingara AA,6
Ethiopia Limu Lema Edeto,6
Tio Conejo Colombia,6
Ethiopia Bensa Asefa Qonqana,6
Panama Hacienda La Esmeralda Super Mario 6 Geisha,6
Kenya Kiambu Maua Lot AB,6
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed,6
Canet Musician Series Mozart Raisin Honey,6
Ethiopia Limu Nano Challa Lot #10,6
Barokah Honey Sumatra,6
Kenya Gakundu FCS Kamviu Wet Mill,6
Pantan Musara Sumatra,6
Ethiopia Kayon Mountain (Washed),6
Ethiopia Guji Bishala,6
Kenya AB Top,6
Kerinci Palompek Sumatra,6
Guatemala Vista Al Bosque,6
Brazil Legender Sitio Taquara Natural,6
Costa Rica Luis Campos Anaerobic,6
Kenya Muiri Estate,6
Decaf Colombia Finca Las Nubes,6
Kenya Embu Gicherori Factory AA Top,6
Colombia Huila Los Lagos Washed Geisha,6
Red Bourbon Washed,6
Brazil Natural Veloso Estate,6
"Gary & Valerie, Kona",6
Colombia UVI Cochidas,6
Rwanda Hingakawa Women’s Co-op,6
Rwanda Gatare,6
Ignacio Quintero Colombia,6
Ethiopia Dame Dabaye,6
Honduras Finca La Joya Natural,6
Kenya Kiri Peaberry,6
La Lindura Colombia,6
Glory Days,6
Flores Peru,6
Colombia Finca El Roblar,6
Kenya Nyeri Hill Farm AA TOP,6
Finca La Montana Costa Rica,6
Philippines Sitio Belis 1017,6
Ka’u Classic Medium Roast,6
East Fourteenth,6
Costa Rica Coffea Diversa Washed Geisha,6
Nicaragua La Benedicion SL28 Natural,6
Guatemala Dark Roast FTO,6
Colombia,6
Colombia Finca La Guaca Ají,6
Mexico Altura Natural Water Process Decaf,6
Geisha Veracruz,6
Finca El Jardin Guatemala,6
Panama Elida Green Tip Gesha Natural,6
Magic Cat Civet Ethiopia Sidamo Shantwene Litchi Rose Washed,6
Ethiopia Sidama Bona Washed G1,6
Coffea Diversa Yellow Dalle Honey,6
Ethiopia Guji Hambela Dabaye,6
Capitan Maragogype,6
Ka’u Yellow Caturra Anaerobic Natural,6
Wush Wush,6
Camilina Geisha,6
Ethiopia Durato Bombe,6
Colombia Sidra Natural Signature Selection,6
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,6
Bowstring Christmas Blend,6
El Salvador Las Veraneras Red Bourbon,6
Peru Yanesha Geisha,6
Medium Roast,6
Kenya Giakanja,6
Zambia Kateshi Natural Process,6
‘Ōpio Kona,6
Peru Antonio Regalado Diaz El Huyacan La Palma,6
Honduras El Retono,6
Costa Rica Naranjo Cattleya,6
Kona SL34,6
Laura’s Reserve SL-28,6
Colombia Planadas,6
Hawai’i Ka’u Classic Dark,6
Guatemala Finca Buena Esperanza,6
Colombia La Riviera Sudan Rume,7
Gedeb Yirgacheffe Ethiopia,7
Ethiopia Guji Uraga Tebe Burka Natural G1,7
Ecuador Pichincha Typica,7
Ethiopia Guji Mormora Organic Natural,7
Kenya AA Kirinyaga Kii,7
Guoxing Taiwan Coffee,7
Colombia Antioquia La Papaya Bourbon Chiroso,7
Panama Finca Santa Teresa,7
Kenya Ndnunduri,7
Nicaragua Sabino Maria,7
Yemen Microlot,7
Tanzania Mbeya Mimba,7
Burundi Long Miles Coffee Project Natural,7
Long Miles Coffee Project Nkonge Hill Burundi Red Honey,7
Alamendah Patuha Coffee,7
Organic Panorama,7
Honduras Copan Finca Liquidambar Natural Process,7
Organic Ethiopia Chelbessa Danche,7
Ka’u Red Caturra Peaberry,7
Ka’u Red Caturra,7
Ethiopia Suke Quto Honey,7
Gigesa Ethiopia,7
Kenya Kirinyaga Mukangu AB,7
El Salvador Finca Mileydi Pacamara,7
100% Kona Bourbon,7
Colombia Bandida Lactic Natural,7
Ethiopia Shakiso,7
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,7
Uganda Organic Sipi Falls Honey,7
Colombia Pink Bourbon Farmer Collaboration,7
El Duende Peru,7
Ethiopia Yirgacheffe Kochere Debo,7
Ethiopia Banko Gotiti Natural,7
La Belleza Colombia,7
Ethiopia Guji Gigessa,7
Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,7
Colombia Aponte’s Guardians,7
Kenya SHI,7
Kenya Ndumberi Peaberry,7
Mexico Pluma Hidalgo,7
Kona Medium Roast,7
Kenya Ngaita Peaberry,7
Ethiopia Guji Goro Muda Washed G1,7
Kivu Belt Lot 32 Rwanda,7
Rwanda Kiroero,7
Ethiopia Natural Guji PB JackyLai Lot,7
Rwanda Bumbogo,7
Panama Geisha Finca Debra Vivid,7
Thailand Omkoi Sopa’s Estate,7
Tade GG Ethiopia Red Cherry,7
Kenya Riakiberu AB,7
"Salvador, Kona",7
Yemen Al-Obbarat,7
Indestec El Paraiso,7
Rwanda Gatare Namasheke,7
Coffea Diversa Costa Rica Sudan Rume,7
Ethiopia Banko Gotiti Natural G1,7
Colombia Exótico De Altura,7
Pena Blanca Black Honey,7
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,7
Lover’s Quarrel,7
Panama Baru Geisha Honey by Joseph,7
Ecuador Finca La Papaya,7
Ethiopia Hambela G1,7
Colombia San Pedro,7
Ethiopia Yetagesu Bulebula,7
Peru Aproselva,7
